1100,81,10
926,116,1
965,97,3
1130,44,9
819,119,2
1036,97,4
1023,100,7
1131,78,2
1028,111,9
983,119,7
982,82,7
934,115,7
922,87,7
1000,100,10
806,124,3
858,129,8
847,106,8
657,61,9
970,42,9
1087,118,6
983,74,10
1007,115,9
970,91,1
938,84,9
1069,66,3
878,101,9
1066,132,9
1055,92,6
834,84,3
899,111,4
1107,122,3
1038,120,8
963,108,8
974,99,7
1192,129,10
930,88,9
1130,96,4
797,96,5
1078,103,8
1001,114,5
1083,106,10
962,92,2
1048,102,2
995,102,9
1158,97,8
959,67,4
949,110,2
959,94,8
1048,86,3
1051,123,8
908,85,6
934,124,10
1075,102,8
959,86,3
998,128,6
1038,101,9
1179,99,8
975,154,3
1061,93,2
1157,89,10
1096,79,4
996,100,3
954,79,1
1032,115,3
1015,91,2
1032,101,1
880,127,7
1407,88,6
963,119,1
943,84,8
958,82,1
845,95,6
1121,58,4
908,124,3
1014,105,10
1057,66,7
1044,98,2
806,98,2
996,87,1
989,115,9
907,96,10
899,107,10
835,131,1
1141,123,3
772,107,2
1047,95,1
1103,103,7
1038,79,10
1161,84,4
994,79,5
1008,73,6
1130,125,4
865,88,1
943,83,2
1191,96,2
1026,145,8
1097,90,2
976,82,10
980,89,8
1198,78,9
870,88,7
1038,101,7
1046,101,6
802,127,6
862,77,2
953,102,10
1003,101,7
967,105,3
822,76,2
917,69,9
1007,127,6
855,117,1
884,133,9
1128,83,9
1102,129,8
929,92,1
1151,69,1
1001,79,10
876,91,5
815,107,7
1033,136,9
1180,117,8
991,120,10
1045,122,7
860,103,10
936,135,8
1028,108,2
937,121,1
1052,101,1
979,98,1
1082,92,10
1056,97,4
1024,112,2
1124,32,3
870,97,10
843,99,7
930,114,1
1097,92,2
989,108,4
963,68,5
922,67,2
1143,130,6
1077,111,9
1009,117,8
1012,83,2
947,80,8
874,108,10
1156,107,4
1024,73,3
880,65,4
1089,95,7
1050,94,9
995,102,7
817,131,5
911,78,6
868,112,7
1027,128,7
867,119,7
1075,95,6
947,116,4
1041,96,10
918,114,2
951,79,4
978,117,7
980,92,8
973,84,7
960,118,8
893,133,9
950,80,8
1083,104,10
951,69,2
1078,86,5
968,165,10
946,81,8
790,121,4
931,87,10
1006,89,6
960,90,7
1077,101,3
797,108,7
1113,124,5
1047,108,8
1109,104,4
1051,97,7
827,105,3
845,127,7
1105,82,2
953,104,3
931,105,3
1064,117,3
1043,106,4
1012,70,1
1130,143,5
895,76,3
912,123,4
915,83,6
1117,104,3
937,117,6
1039,81,4
867,97,10
876,101,2
1037,97,1
1034,138,10
941,87,4
1011,134,7
1040,100,10
837,105,4
942,97,2
931,112,2
1078,76,8
953,86,7
946,105,10
978,75,10
1093,86,1
890,88,8
1150,98,5
864,75,3
953,112,9
1104,126,2
1060,133,4
1080,90,2
976,62,2
925,98,8
912,116,9
1127,100,8
1087,109,1
1070,106,4
991,58,3
1050,86,9
1060,109,3
945,111,2
1071,79,8
924,80,5
1150,90,1
968,102,1
955,118,5
1064,75,5
978,111,9
960,122,10
1156,142,1
1015,165,4
890,94,6
1004,115,8
1033,117,9
1180,71,3
1025,110,2
1120,108,4
947,102,5
1012,90,2
934,135,6
1157,139,7
1029,96,5
932,83,8
1005,118,4
1040,123,4
974,96,2
1100,81,2
1146,132,9
921,104,1
914,73,8
974,91,10
1098,110,5
1059,122,4
1068,36,2
1134,76,7
1105,61,7
1060,65,3
1114,106,6
973,89,5
926,109,6
929,57,10
948,104,9
988,84,1
957,146,8
1087,102,3
1015,49,2
991,111,1
1016,117,4
917,77,8
1059,114,3
1049,79,7
1287,88,9
1110,89,6
981,76,9
875,84,6
1037,124,3
991,59,10
1093,111,5
1110,109,2
951,95,5
1084,105,1
1060,107,4
866,124,4
1089,93,9
999,85,7
959,94,10
884,83,10
1051,144,2
986,126,7
986,61,2
1034,83,6
1013,103,3
1049,112,8
737,107,2
846,128,3
1018,117,3
927,102,7
844,107,4
1124,110,9
866,98,10
836,108,6
1010,102,9
986,97,5
1031,108,10
812,89,3
1090,150,4
1084,98,7
961,110,8
1083,111,6
1023,127,7
1153,88,5
1084,106,7
779,112,5
946,127,9
1057,83,8
1060,78,4
857,87,5
1227,103,7
935,101,10
1033,115,1
770,69,8
1074,99,1
1050,79,8
967,120,3
1072,86,4
970,104,7
1127,91,5
1139,117,2
953,87,10
1054,144,5
900,119,4
921,117,1
1135,114,2
1093,118,5
1009,103,8
1066,128,1
971,100,1
1022,87,3
956,104,2
995,103,2
878,116,5
988,92,3
937,53,7
814,137,10
855,129,9
1000,82,6
1175,111,5
1122,109,9
969,141,7
849,103,3
933,128,10
984,103,4
886,113,10
1035,118,8
741,108,10
1025,104,9
1156,84,4
845,96,7
848,83,10
1134,93,8
959,102,9
1073,129,2
984,89,9
846,88,1
789,116,10
927,66,10
918,64,7
1133,102,6
926,85,5
767,135,1
976,102,1
1044,114,2
1004,132,6
889,75,8
949,104,2
1053,122,5
1012,107,6
1083,128,6
1030,106,3
910,83,7
1095,115,9
1017,113,2
989,103,7
969,92,8
1054,97,6
951,130,8
1163,113,2
882,83,10
944,144,3
1052,117,5
950,105,8
894,128,9
951,94,9
1059,101,9
756,52,4
1267,136,2
1100,126,9
1056,74,2
1078,87,5
941,90,5
1220,147,9
981,95,5
1148,111,10
1148,115,4
1117,127,6
945,104,8
980,94,7
1151,120,3
937,79,7
1243,110,6
1141,143,7
748,86,6
1097,98,8
936,79,8
1158,107,6
1147,90,2
1005,115,1
827,78,9
997,89,8
1158,100,4
1058,100,4
1018,118,3
904,115,5
982,107,9
958,62,9
1086,151,2
792,119,10
1033,115,2
864,43,5
1061,92,4
943,116,6
891,107,4
955,98,10
890,93,3
866,95,8
792,114,1
1013,127,9
1134,79,6
1053,98,1
1128,83,2
941,77,4
1020,85,5
1083,108,4
1086,89,10
832,112,1
954,129,1
985,90,8
912,95,9
966,87,10
1061,86,1
988,97,1
1161,99,5
981,106,8
1137,122,6
943,129,6
1172,64,9
1213,147,2
1057,147,3
991,90,1
1035,116,7
949,122,3
1093,117,10
976,130,3
889,64,7
895,120,5
1032,119,8
1118,131,2
1006,109,4
900,92,3
1028,95,7
1194,125,10
1085,88,5
917,115,10
857,134,2
1008,114,9
1075,99,1
1089,102,8
1106,123,9
936,84,10
839,122,2
1063,114,10
699,77,6
894,62,7
812,89,10
1136,115,3
998,118,8
1071,113,6
1292,124,8
1171,106,9
1025,96,8
1185,65,10
919,124,6
1019,95,1
1022,95,6
958,110,4
851,151,1
969,113,2
1282,96,8
1002,106,6
990,87,6
970,127,9
995,138,2
1116,109,2
794,85,6
1000,102,3
1099,48,4
1067,89,9
1043,141,5
1023,135,8
941,84,5
1039,137,4
1099,85,6
877,127,8
1207,110,10
1022,106,9
968,89,5
1128,88,9
870,125,10
982,74,3
921,123,4
960,94,3
902,101,4
834,96,1
1014,82,8
805,103,8
1082,102,10
860,97,7
903,110,7
962,96,7
910,107,6
974,117,7
1019,130,1
968,73,10
1106,121,1
988,143,6
966,65,8
923,91,7
981,121,1
973,123,2
994,101,3
965,115,3
1190,86,5
954,127,8
946,109,3
1002,84,7
814,141,6
970,104,4
1034,90,3
992,137,8
1044,74,9
1070,112,2
1036,79,2
961,76,9
1081,73,7
902,107,3
1014,111,2
1087,107,2
1140,109,9
1137,132,8
855,85,8
1034,90,10
893,106,2
1025,99,7
946,107,7
866,119,8
773,136,1
1093,102,5
977,121,6
1279,98,5
1006,103,8
1110,78,6
962,118,5
959,95,4
1162,101,3
1046,88,9
1048,99,2
1109,107,8
887,75,7
957,41,3
927,117,4
1028,81,1
945,79,10
943,100,5
855,107,3
1155,132,7
905,71,4
927,107,9
974,89,1
999,90,7
1006,84,8
981,109,3
936,103,9
853,91,9
912,114,7
921,131,2
1033,86,3
959,70,4
1140,75,6
1064,87,7
690,135,7
1078,104,4
1151,85,7
856,63,1
948,98,10
1050,89,10
1060,89,10
1175,117,8
1099,112,5
1164,85,2
932,114,6
1056,63,10
1049,102,10
976,113,9
954,115,10
1041,79,7
1114,90,2
1147,87,2
845,109,10
1071,73,9
832,82,7
1068,101,10
869,125,5
936,121,2
853,87,7
935,63,6
925,93,6
1048,107,9
1022,96,7
977,102,1
998,118,7
1087,86,2
960,114,7
1081,78,1
1151,84,6
1080,96,8
1142,130,6
983,104,10
931,92,4
1193,84,10
983,104,6
847,108,8
945,123,7
910,94,1
995,84,2
1203,99,10
832,105,9
910,103,1
885,92,2
958,92,3
1061,97,10
1008,99,10
919,97,7
1204,100,5
1085,55,6
980,122,4
841,105,4
820,109,2
933,114,8
952,102,3
